train_no,train_type,current_station,next_station,distance_remaining_km,current_speed_kmph,current_delay_min,historical_avg_delay_min,congestion_score,weather,hour,day_of_week,actual_remaining_time_min
12301,Rajdhani,DDU,Gaya,181.4,84.5,15.5,12.7,0.123,Clear,7,0,147.9
12301,Rajdhani,Prayagraj,DDU,165.4,67.5,14.6,18.3,0.195,Clear,5,5,167.3
12951,Rajdhani,Kota,New Delhi,217.8,64.3,-5.0,8.3,0.074,Clear,11,0,197.4
12301,Rajdhani,DDU,Gaya,173.4,74.1,20.3,19.8,0.674,Clear,7,4,169.9
12627,Express,Gudur,Nellore,55.9,58.7,21.0,13.5,0.241,Rain,2,2,88.4
12259,Duronto,DDU,New Delhi,263.0,76.7,27.9,11.2,0.453,Clear,9,3,229.6
12301,Rajdhani,Kanpur,Prayagraj,214.0,70.0,2.1,26.3,0.144,Rain,2,1,173.7
12951,Rajdhani,Ratlam,Kota,159.2,62.3,26.9,11.1,0.063,Rain,8,3,192.9
12301,Rajdhani,DDU,Gaya,178.2,75.2,17.4,16.7,0.521,Clear,8,3,154.1
12301,Rajdhani,Prayagraj,DDU,162.5,66.0,5.9,16.5,0.244,Rain,6,1,169.6
12627,Express,Warangal,Secunderabad,193.4,61.2,25.3,2.6,0.234,Clear,9,4,194.4
12259,Duronto,Sealdah,Asansol,148.7,66.3,9.6,0.0,0.32,Clear,0,6,161.3
12860,Express,Mumbai,Pune,240.6,77.3,26.9,10.3,0.251,Clear,0,6,203.2
12627,Express,Chennai,Gudur,125.2,46.8,2.9,15.5,0.27,Rain,0,2,173.3
12301,Rajdhani,New Delhi,Kanpur,127.5,55.3,9.2,0.0,0.152,Clear,23,0,175.3
12951,Rajdhani,Kota,New Delhi,190.1,57.3,19.9,12.7,0.078,Clear,11,3,223.3
12259,Duronto,Dhanbad,Gaya,162.4,62.5,5.6,0.0,0.492,Clear,4,3,165.1
12860,Express,Mumbai,Pune,157.0,44.4,15.3,11.7,0.116,Heavy Rain,0,6,222.1
12259,Duronto,DDU,New Delhi,187.9,59.4,22.8,17.8,0.313,Fog,10,3,228.6
12860,Express,Mumbai,Pune,194.0,63.1,8.5,8.1,0.664,Clear,0,6,209.4
12860,Express,Mumbai,Pune,165.7,48.2,10.6,17.6,0.249,Rain,23,6,212.5
12259,Duronto,DDU,New Delhi,264.3,72.3,13.2,0.0,0.363,Heavy Rain,8,6,227.9
12951,Rajdhani,Kota,New Delhi,230.8,78.2,33.5,10.5,0.451,Clear,10,3,217.8
12860,Express,Pune,Solapur,140.1,53.8,-1.4,11.7,0.485,Clear,2,0,194.8
12723,Express,Gudur,Chennai,208.7,70.7,25.7,21.7,0.126,Fog,9,2,217.7
12259,Duronto,Sealdah,Asansol,173.8,65.6,13.9,6.2,0.388,Clear,23,1,166.0
12860,Express,Solapur,Kalaburagi,156.7,56.6,5.2,5.6,0.355,Rain,6,4,160.7
12301,Rajdhani,New Delhi,Kanpur,180.6,66.2,35.7,10.1,0.215,Rain,23,4,176.8
12951,Rajdhani,Surat,Vadodara,152.5,78.5,11.6,5.0,0.553,Clear,2,2,135.7
12259,Duronto,Sealdah,Asansol,202.3,81.8,-5.0,13.6,0.218,Clear,23,5,149.4
12860,Express,Wadi,Secunderabad,133.8,57.4,26.5,14.5,0.19,Rain,10,6,190.9
12627,Express,Chennai,Gudur,175.5,70.5,15.4,7.0,0.24,Rain,0,1,156.6
12301,Rajdhani,Kanpur,Prayagraj,185.8,67.0,-1.0,21.5,0.107,Heavy Rain,2,6,179.4
12259,Duronto,Gaya,DDU,216.8,75.6,24.1,0.0,0.391,Clear,6,5,183.5
12951,Rajdhani,Vadodara,Ratlam,195.6,60.0,33.3,7.4,0.157,Rain,5,3,200.2
12259,Duronto,Dhanbad,Gaya,178.6,67.5,0.5,8.8,0.094,Clear,4,5,154.5
12860,Express,Kalaburagi,Wadi,91.9,71.7,1.7,9.4,0.14,Rain,8,4,89.7
12259,Duronto,DDU,New Delhi,204.6,69.9,31.4,8.0,0.089,Fog,9,4,230.3
12860,Express,Solapur,Kalaburagi,141.8,57.7,7.0,18.6,0.233,Clear,5,4,169.1
12301,Rajdhani,Gaya,Howrah,188.5,69.2,29.8,11.5,0.25,Clear,9,3,197.0
12627,Express,Nellore,Vijayawada,156.2,60.6,6.7,0.0,0.312,Rain,3,3,190.6
12627,Express,Vijayawada,Warangal,269.8,80.5,1.7,2.8,0.495,Clear,6,2,201.5
12301,Rajdhani,Prayagraj,DDU,149.4,64.1,29.0,17.9,0.206,Clear,5,4,192.2
12723,Express,Hyderabad,Kazipet,148.7,76.2,10.2,5.6,0.218,Clear,23,6,140.0
12301,Rajdhani,DDU,Gaya,155.1,63.0,10.8,4.2,0.518,Heavy Rain,7,2,174.2
12860,Express,Kalaburagi,Wadi,63.9,53.5,-5.0,17.5,0.662,Rain,8,5,114.3
12259,Duronto,Dhanbad,Gaya,145.6,62.9,9.9,12.8,0.286,Clear,4,1,158.9
12860,Express,Wadi,Secunderabad,140.2,60.1,4.8,8.9,0.476,Clear,9,6,195.5
12627,Express,Nellore,Vijayawada,205.8,68.7,30.5,10.9,0.301,Fog,2,0,205.4
12860,Express,Kalaburagi,Wadi,74.9,58.1,21.4,14.8,0.028,Heavy Rain,8,4,114.6
12951,Rajdhani,Vadodara,Ratlam,182.9,59.7,24.4,1.2,0.275,Clear,4,4,191.7
12627,Express,Gudur,Nellore,59.4,50.3,7.9,15.1,0.123,Clear,2,6,92.1
12259,Duronto,Dhanbad,Gaya,144.8,52.5,36.6,1.3,0.499,Clear,4,6,189.0
12301,Rajdhani,Prayagraj,DDU,218.6,84.3,-2.3,27.7,0.11,Rain,5,1,177.6
12301,Rajdhani,New Delhi,Kanpur,178.0,71.4,12.9,0.0,0.543,Rain,0,1,181.2
12627,Express,Vijayawada,Warangal,221.6,73.4,1.9,0.0,0.326,Clear,5,3,192.8
12259,Duronto,DDU,New Delhi,229.2,73.7,17.0,10.0,0.209,Fog,9,5,221.2
12301,Rajdhani,Kanpur,Prayagraj,176.1,69.0,6.6,19.9,0.21,Clear,3,2,179.8
12627,Express,Chennai,Gudur,155.5,67.1,-5.0,10.9,0.204,Clear,0,0,151.1
12627,Express,Chennai,Gudur,176.6,63.9,22.7,3.8,0.492,Clear,1,0,161.9
12301,Rajdhani,New Delhi,Kanpur,195.7,77.2,17.9,17.7,0.135,Rain,0,6,178.9
12259,Duronto,Sealdah,Asansol,208.3,80.9,-5.0,9.5,0.282,Clear,0,6,148.0
12951,Rajdhani,Surat,Vadodara,124.7,67.1,-5.0,12.6,0.407,Fog,4,1,130.2
12860,Express,Pune,Solapur,196.0,71.0,7.6,5.1,0.24,Clear,2,3,190.4
12860,Express,Wadi,Secunderabad,135.6,51.3,9.5,11.9,0.058,Rain,9,2,179.2
12860,Express,Solapur,Kalaburagi,201.1,70.2,8.5,0.6,0.279,Clear,5,0,150.8
12723,Express,Kazipet,Warangal,43.3,69.3,-3.4,2.6,0.455,Fog,2,2,56.0
12627,Express,Chennai,Gudur,155.5,67.4,11.9,8.2,0.3,Fog,23,6,171.0
12627,Express,Gudur,Nellore,84.1,75.6,23.4,16.4,0.365,Clear,2,6,78.2
12951,Rajdhani,Vadodara,Ratlam,208.7,79.8,11.0,0.0,0.207,Clear,5,6,175.3
12723,Express,Vijayawada,Gudur,177.5,53.2,-0.3,7.1,0.109,Clear,6,4,209.1
12860,Express,Kalaburagi,Wadi,99.6,65.8,34.2,4.2,0.221,Clear,9,1,96.1
12951,Rajdhani,Mumbai,Surat,183.9,66.3,19.9,1.9,0.074,Clear,0,1,189.0
12259,Duronto,Gaya,DDU,167.2,67.4,7.3,12.1,0.17,Clear,6,4,170.6
12627,Express,Gudur,Nellore,69.4,59.5,9.1,10.2,0.373,Rain,2,2,83.4
12723,Express,Vijayawada,Gudur,179.3,53.7,-5.0,14.8,0.323,Heavy Rain,5,4,219.1
12951,Rajdhani,Kota,New Delhi,219.1,59.4,-5.0,20.2,0.584,Rain,10,0,222.6
12259,Duronto,Dhanbad,Gaya,145.4,67.6,31.3,15.8,0.079,Clear,3,5,168.6
12860,Express,Solapur,Kalaburagi,139.1,53.4,5.3,10.6,0.201,Clear,6,1,178.1
12860,Express,Solapur,Kalaburagi,170.6,64.6,18.1,20.8,0.326,Fog,5,3,176.6
12627,Express,Chennai,Gudur,149.2,57.7,-5.0,5.6,0.338,Fog,23,4,155.5
12951,Rajdhani,Surat,Vadodara,132.7,70.7,27.2,13.6,0.315,Clear,3,4,150.2
12627,Express,Gudur,Nellore,59.7,54.8,24.2,22.5,0.2,Rain,2,3,91.0
12301,Rajdhani,DDU,Gaya,183.5,78.0,27.6,0.0,0.31,Clear,6,5,153.2
12301,Rajdhani,Prayagraj,DDU,191.2,77.6,33.0,3.7,0.261,Clear,5,5,182.3
12259,Duronto,Dhanbad,Gaya,205.0,88.6,4.0,16.8,0.427,Clear,4,6,155.0
12860,Express,Pune,Solapur,138.8,53.2,29.8,15.6,0.072,Clear,2,3,205.2
12951,Rajdhani,Surat,Vadodara,139.0,64.7,1.8,15.3,0.208,Clear,2,4,130.0
12723,Express,Warangal,Vijayawada,184.5,59.8,26.1,2.6,0.109,Clear,1,6,214.4
12301,Rajdhani,Gaya,Howrah,195.5,69.5,15.6,0.4,0.02,Fog,10,1,174.4
12860,Express,Mumbai,Pune,158.1,56.5,20.1,17.5,0.616,Rain,1,2,228.9
12860,Express,Pune,Solapur,164.3,56.3,24.6,7.5,0.075,Clear,4,2,185.0
12627,Express,Gudur,Nellore,62.1,61.3,12.6,18.6,0.431,Clear,2,0,90.1
12723,Express,Vijayawada,Gudur,152.6,55.0,14.6,10.8,0.063,Fog,5,5,218.7
12951,Rajdhani,Kota,New Delhi,266.9,71.0,35.0,0.0,0.149,Clear,10,0,213.5
12627,Express,Warangal,Secunderabad,222.6,67.4,29.0,15.6,0.352,Clear,9,6,207.4
12301,Rajdhani,Kanpur,Prayagraj,202.8,73.1,4.2,1.9,0.221,Clear,3,2,159.3
12627,Express,Warangal,Secunderabad,264.6,77.9,-5.0,23.5,0.483,Clear,9,6,190.9
12627,Express,Warangal,Secunderabad,180.8,61.9,3.8,0.4,0.604,Rain,9,6,202.4
12259,Duronto,Gaya,DDU,231.1,85.8,22.7,10.3,0.393,Clear,6,1,178.0
12723,Express,Vijayawada,Gudur,130.9,46.4,26.7,14.1,0.141,Clear,6,2,224.5
12951,Rajdhani,Vadodara,Ratlam,153.9,52.3,-0.6,7.1,0.167,Clear,4,3,192.1
12723,Express,Hyderabad,Kazipet,148.6,60.8,23.9,11.0,0.041,Clear,23,1,138.2
12627,Express,Nellore,Vijayawada,180.3,59.8,42.1,17.5,0.241,Heavy Rain,3,5,214.7
12627,Express,Gudur,Nellore,62.1,53.9,24.3,7.1,0.299,Rain,3,4,99.3
12860,Express,Kalaburagi,Wadi,108.4,74.8,2.6,15.0,0.259,Clear,9,3,87.7
12259,Duronto,Sealdah,Asansol,165.3,63.4,16.6,4.5,0.079,Fog,23,6,156.3
12259,Duronto,Gaya,DDU,186.9,66.7,-5.0,3.9,0.247,Fog,6,0,163.8
12723,Express,Vijayawada,Gudur,249.5,70.9,-2.4,7.6,0.214,Fog,5,6,215.5
12301,Rajdhani,Gaya,Howrah,172.4,65.1,20.0,13.2,0.408,Rain,10,3,198.7
12301,Rajdhani,New Delhi,Kanpur,223.2,78.4,6.6,0.0,0.025,Rain,0,1,157.5
12259,Duronto,Dhanbad,Gaya,156.7,76.1,20.4,0.0,0.065,Rain,3,0,159.3
12259,Duronto,Gaya,DDU,187.8,62.4,1.1,22.1,0.386,Clear,6,1,176.3
12259,Duronto,DDU,New Delhi,265.0,80.7,24.1,21.1,0.423,Heavy Rain,10,4,239.7
12259,Duronto,DDU,New Delhi,182.9,57.8,5.5,15.1,0.134,Clear,9,3,211.2
12627,Express,Chennai,Gudur,150.9,66.4,-5.0,0.0,0.194,Fog,22,3,146.5
12860,Express,Wadi,Secunderabad,173.0,62.7,13.0,3.6,0.109,Fog,10,6,178.4
12860,Express,Pune,Solapur,137.7,50.6,9.6,5.0,0.363,Clear,2,3,201.4
12627,Express,Nellore,Vijayawada,159.7,50.8,12.8,16.8,0.306,Fog,3,1,205.4
12259,Duronto,Sealdah,Asansol,173.3,66.7,4.8,17.8,0.166,Clear,0,2,155.6
12627,Express,Gudur,Nellore,73.4,62.7,4.4,10.2,0.42,Fog,2,4,90.4
12951,Rajdhani,Ratlam,Kota,194.8,74.1,16.3,21.5,0.359,Clear,7,5,208.7
12951,Rajdhani,Ratlam,Kota,185.8,61.1,20.8,7.5,0.138,Clear,8,5,202.3
12627,Express,Warangal,Secunderabad,196.3,66.6,13.5,8.4,0.33,Clear,9,5,202.4
12627,Express,Warangal,Secunderabad,155.4,55.1,9.9,12.5,0.118,Rain,11,5,201.8
12627,Express,Vijayawada,Warangal,144.8,55.2,2.3,32.4,0.158,Rain,6,5,197.4
12627,Express,Gudur,Nellore,56.7,58.9,11.6,13.3,0.096,Clear,2,0,88.1
12301,Rajdhani,DDU,Gaya,131.4,55.3,-4.5,24.5,0.014,Clear,7,4,150.5
12723,Express,Hyderabad,Kazipet,124.5,55.7,26.9,12.3,0.076,Clear,0,3,152.4
12259,Duronto,DDU,New Delhi,245.5,69.6,-2.2,1.4,0.472,Fog,9,2,224.0
12259,Duronto,DDU,New Delhi,237.7,74.6,4.3,6.6,0.571,Clear,9,2,223.2
12951,Rajdhani,Surat,Vadodara,163.7,77.1,-2.5,23.0,0.14,Rain,3,2,129.6
12259,Duronto,Dhanbad,Gaya,172.6,72.1,0.8,11.0,0.046,Clear,5,5,147.3
12951,Rajdhani,Mumbai,Surat,216.2,74.5,-4.5,12.2,0.558,Clear,0,3,186.7
12723,Express,Hyderabad,Kazipet,136.3,63.9,-0.0,8.5,0.313,Rain,23,2,136.0
12723,Express,Vijayawada,Gudur,252.8,69.8,15.1,6.8,0.424,Fog,6,3,220.0
12301,Rajdhani,Prayagraj,DDU,166.0,68.4,20.7,11.8,0.577,Clear,5,2,185.4
12951,Rajdhani,Ratlam,Kota,183.3,59.2,0.4,6.3,0.156,Heavy Rain,7,0,202.8
12860,Express,Kalaburagi,Wadi,87.6,63.8,1.2,4.3,0.255,Clear,8,1,88.9
12723,Express,Kazipet,Warangal,45.7,76.5,12.2,7.0,0.284,Rain,2,5,47.9
12301,Rajdhani,Gaya,Howrah,138.3,53.1,0.3,0.3,0.283,Rain,10,4,186.2
12259,Duronto,Dhanbad,Gaya,163.6,63.5,2.8,0.0,0.155,Clear,4,5,161.9
12259,Duronto,Asansol,Dhanbad,123.4,68.1,11.4,18.7,0.102,Clear,2,1,100.9
12301,Rajdhani,New Delhi,Kanpur,182.6,76.4,39.7,5.7,0.494,Rain,0,1,179.5
12259,Duronto,Sealdah,Asansol,176.8,70.5,14.2,31.1,0.15,Clear,23,6,155.1
12723,Express,Warangal,Vijayawada,166.4,60.1,-0.3,23.1,0.168,Fog,3,4,217.2
12259,Duronto,Dhanbad,Gaya,168.7,73.3,5.1,0.8,0.496,Rain,4,1,162.5
12951,Rajdhani,Vadodara,Ratlam,245.2,83.1,13.8,11.0,0.105,Heavy Rain,4,5,191.3
12259,Duronto,DDU,New Delhi,225.5,73.1,7.3,35.6,0.039,Heavy Rain,9,1,238.8
12951,Rajdhani,Kota,New Delhi,292.1,81.0,19.2,14.7,0.406,Rain,10,0,220.7
12301,Rajdhani,New Delhi,Kanpur,132.7,49.8,5.6,10.9,0.802,Clear,0,3,196.8
12723,Express,Warangal,Vijayawada,220.6,71.4,-0.2,0.0,0.233,Fog,2,3,209.8
12627,Express,Gudur,Nellore,65.0,66.3,8.7,0.0,0.186,Rain,2,4,81.5
12951,Rajdhani,Kota,New Delhi,255.0,78.3,2.1,10.5,0.468,Fog,10,4,223.8
12259,Duronto,Gaya,DDU,239.2,76.2,4.7,23.1,0.105,Clear,7,2,172.9
12259,Duronto,Asansol,Dhanbad,92.2,68.2,10.5,1.8,0.371,Clear,2,2,112.2
12860,Express,Wadi,Secunderabad,147.2,53.8,18.5,7.3,0.236,Clear,9,6,177.6
12860,Express,Pune,Solapur,138.8,54.3,3.8,0.0,0.125,Fog,3,1,199.7
12259,Duronto,Sealdah,Asansol,216.7,82.2,28.2,9.1,0.045,Clear,23,3,175.3
12259,Duronto,Dhanbad,Gaya,162.8,72.8,21.7,9.5,0.319,Heavy Rain,3,3,174.8
12259,Duronto,Dhanbad,Gaya,158.2,71.4,21.4,11.7,0.214,Rain,4,2,155.1
12860,Express,Mumbai,Pune,185.8,59.5,24.5,0.0,0.39,Fog,0,5,213.6
12951,Rajdhani,Vadodara,Ratlam,221.9,77.1,34.7,20.4,0.155,Clear,5,1,185.9
12301,Rajdhani,Prayagraj,DDU,188.6,82.0,18.3,12.6,0.284,Heavy Rain,5,3,186.1
12951,Rajdhani,Vadodara,Ratlam,164.8,65.7,10.8,14.1,0.123,Clear,5,4,181.7
12860,Express,Solapur,Kalaburagi,165.6,77.1,18.8,14.7,0.252,Rain,6,1,165.0
12259,Duronto,DDU,New Delhi,155.2,52.8,9.4,0.0,0.217,Clear,9,6,222.0
12259,Duronto,Asansol,Dhanbad,125.3,76.7,-5.0,3.9,0.536,Rain,2,6,112.0
12259,Duronto,Sealdah,Asansol,165.0,73.6,15.4,10.4,0.283,Clear,0,2,165.0
12951,Rajdhani,Mumbai,Surat,253.7,83.5,22.3,19.1,0.376,Clear,23,2,194.4
12951,Rajdhani,Surat,Vadodara,147.2,80.8,22.0,10.7,0.326,Clear,3,2,123.7
12301,Rajdhani,DDU,Gaya,180.3,76.8,1.0,8.2,0.109,Fog,8,1,137.9
12951,Rajdhani,Vadodara,Ratlam,203.1,68.0,-5.0,10.2,0.435,Clear,4,0,183.7
12259,Duronto,Gaya,DDU,148.4,61.9,1.5,0.0,0.264,Clear,6,5,167.6
12951,Rajdhani,Kota,New Delhi,250.5,75.3,4.0,3.7,0.448,Clear,10,3,219.9
12951,Rajdhani,Vadodara,Ratlam,198.1,64.2,4.2,15.1,0.468,Rain,4,4,185.1
12860,Express,Kalaburagi,Wadi,93.6,65.6,19.7,11.0,0.533,Clear,8,6,86.4
12860,Express,Pune,Solapur,216.1,73.4,13.9,5.2,0.412,Heavy Rain,3,0,212.2
12723,Express,Vijayawada,Gudur,235.0,75.0,8.7,15.7,0.206,Rain,5,1,206.5
12259,Duronto,Sealdah,Asansol,171.4,69.2,18.6,5.9,0.187,Heavy Rain,0,4,181.3
12259,Duronto,Dhanbad,Gaya,197.8,78.6,20.5,6.9,0.133,Rain,4,3,164.5
12860,Express,Solapur,Kalaburagi,197.4,68.8,16.2,23.0,0.515,Rain,5,0,179.0
12951,Rajdhani,Ratlam,Kota,249.2,73.1,11.7,1.3,0.343,Rain,7,3,196.3
12723,Express,Gudur,Chennai,178.8,58.7,-0.7,20.4,0.207,Clear,9,5,211.9
12860,Express,Mumbai,Pune,178.3,59.0,5.7,19.2,0.044,Clear,23,0,194.0
12301,Rajdhani,DDU,Gaya,139.9,65.3,8.8,8.6,0.531,Rain,7,3,161.0
12951,Rajdhani,Ratlam,Kota,267.2,78.3,6.4,18.5,0.303,Rain,7,6,203.2
12723,Express,Gudur,Chennai,152.4,52.2,8.2,26.4,0.24,Rain,9,1,227.2
12860,Express,Mumbai,Pune,203.8,60.9,27.5,18.7,0.11,Clear,23,6,206.9
12723,Express,Kazipet,Warangal,40.0,63.8,11.4,23.4,0.318,Clear,2,5,54.0
12627,Express,Nellore,Vijayawada,201.1,66.2,17.3,13.5,0.408,Clear,3,3,193.6
12627,Express,Warangal,Secunderabad,228.4,71.6,26.3,11.4,0.524,Clear,9,0,203.3
12259,Duronto,Asansol,Dhanbad,118.2,71.6,9.7,22.7,0.491,Clear,2,2,112.7
12951,Rajdhani,Ratlam,Kota,208.4,73.5,-5.0,0.0,0.04,Rain,8,3,174.0
12627,Express,Gudur,Nellore,74.7,70.1,7.7,12.0,0.25,Clear,2,6,70.5
12951,Rajdhani,Mumbai,Surat,175.6,68.7,10.5,7.2,0.315,Heavy Rain,1,3,211.5
12301,Rajdhani,New Delhi,Kanpur,162.8,66.3,12.7,7.1,0.364,Clear,23,5,170.0
12951,Rajdhani,Mumbai,Surat,209.5,62.5,15.4,6.4,0.063,Clear,23,3,199.3
12301,Rajdhani,Gaya,Howrah,215.7,67.4,7.5,17.7,0.527,Clear,9,5,185.7
12723,Express,Warangal,Vijayawada,243.6,66.6,14.3,12.2,0.073,Clear,3,4,206.1
12627,Express,Nellore,Vijayawada,161.8,62.1,16.5,7.6,0.03,Clear,3,2,190.4
12259,Duronto,Asansol,Dhanbad,100.9,65.6,0.3,1.7,0.189,Clear,1,3,101.0
12723,Express,Gudur,Chennai,200.3,64.0,8.0,4.4,0.045,Clear,10,5,199.4
12627,Express,Vijayawada,Warangal,205.2,59.9,30.9,8.9,0.436,Clear,6,1,207.7
12723,Express,Kazipet,Warangal,40.0,52.1,15.9,10.9,0.418,Clear,2,4,69.1
12259,Duronto,Gaya,DDU,172.0,55.1,-5.0,10.1,0.126,Clear,6,3,171.6
12301,Rajdhani,Kanpur,Prayagraj,165.4,62.8,7.0,11.4,0.156,Clear,2,0,173.6
12301,Rajdhani,Kanpur,Prayagraj,193.9,63.9,15.2,8.1,0.332,Clear,1,5,187.6
12723,Express,Vijayawada,Gudur,218.8,58.6,1.1,6.5,0.429,Clear,5,6,206.1
12627,Express,Gudur,Nellore,73.1,70.3,9.7,18.8,0.438,Clear,2,3,70.6
12259,Duronto,Asansol,Dhanbad,124.0,78.5,0.6,0.3,0.159,Clear,2,5,92.8
12627,Express,Chennai,Gudur,119.8,53.0,-1.2,4.4,0.264,Rain,0,2,171.6
12259,Duronto,DDU,New Delhi,185.5,53.9,4.7,0.0,0.568,Heavy Rain,9,2,239.4
12951,Rajdhani,Surat,Vadodara,137.7,66.7,9.4,0.0,0.539,Clear,3,6,137.6
12860,Express,Solapur,Kalaburagi,182.3,73.3,9.0,17.0,0.123,Clear,6,4,157.8
12723,Express,Kazipet,Warangal,40.0,50.5,15.7,39.3,0.582,Clear,1,6,77.2
12951,Rajdhani,Ratlam,Kota,190.3,64.5,12.8,11.7,0.439,Clear,7,1,186.9
12860,Express,Mumbai,Pune,207.9,59.8,10.8,8.0,0.038,Clear,0,0,200.2
12723,Express,Vijayawada,Gudur,219.3,62.5,20.3,4.5,0.155,Clear,5,3,208.4
12951,Rajdhani,Vadodara,Ratlam,179.2,72.6,17.2,7.0,0.436,Clear,4,3,190.6
12301,Rajdhani,Kanpur,Prayagraj,143.0,62.6,27.9,17.5,0.302,Clear,2,1,178.8
12860,Express,Mumbai,Pune,204.5,62.8,22.9,10.6,0.477,Clear,23,4,216.8
12301,Rajdhani,Prayagraj,DDU,210.0,74.7,23.6,16.9,0.071,Clear,5,5,174.3
12860,Express,Pune,Solapur,186.1,56.2,7.4,4.0,0.401,Fog,2,3,200.8
12951,Rajdhani,Vadodara,Ratlam,149.6,60.8,11.1,14.7,0.045,Rain,5,0,187.2
12259,Duronto,Gaya,DDU,224.7,72.1,12.9,12.0,0.5,Clear,6,5,181.8
12860,Express,Pune,Solapur,193.7,66.0,14.2,11.9,0.017,Clear,2,2,186.4
12860,Express,Wadi,Secunderabad,154.9,65.8,7.9,0.0,0.196,Clear,9,3,156.2
12951,Rajdhani,Mumbai,Surat,180.3,54.8,19.5,16.7,0.337,Heavy Rain,23,6,225.9
12723,Express,Kazipet,Warangal,40.0,66.4,26.1,17.7,0.293,Clear,3,4,48.3
12259,Duronto,Dhanbad,Gaya,121.4,49.9,25.9,10.0,0.32,Clear,4,4,188.8
12860,Express,Kalaburagi,Wadi,90.4,62.2,9.0,0.0,0.34,Fog,8,0,95.0
12627,Express,Chennai,Gudur,149.0,65.3,-0.9,9.3,0.323,Clear,23,4,161.1
12723,Express,Kazipet,Warangal,40.0,56.3,4.5,1.9,0.712,Clear,3,0,63.1
12860,Express,Wadi,Secunderabad,171.3,71.2,8.1,11.5,0.254,Clear,10,1,173.5
12627,Express,Warangal,Secunderabad,154.9,54.5,33.0,4.0,0.509,Clear,9,1,212.0
12951,Rajdhani,Surat,Vadodara,138.6,76.3,22.8,10.4,0.351,Clear,2,0,123.5
12301,Rajdhani,Prayagraj,DDU,191.0,77.2,-0.4,14.2,0.26,Clear,5,1,169.0
12259,Duronto,Dhanbad,Gaya,218.0,91.6,26.1,0.0,0.02,Clear,4,4,151.0
12723,Express,Kazipet,Warangal,40.0,53.9,15.1,21.3,0.124,Clear,2,2,51.7
12627,Express,Warangal,Secunderabad,167.4,59.4,-5.0,17.6,0.316,Clear,10,4,194.3
12723,Express,Gudur,Chennai,197.6,62.5,-3.9,0.0,0.451,Clear,8,6,209.9
12860,Express,Kalaburagi,Wadi,98.8,68.5,12.9,0.0,0.099,Clear,9,4,88.4
12627,Express,Vijayawada,Warangal,194.2,65.3,6.2,4.3,0.396,Clear,5,4,188.1
12860,Express,Wadi,Secunderabad,198.4,64.8,11.5,17.6,0.255,Clear,9,6,169.8
12259,Duronto,Sealdah,Asansol,176.3,66.4,18.1,13.5,0.569,Clear,23,0,160.7
12723,Express,Vijayawada,Gudur,237.0,65.6,1.7,8.0,0.373,Clear,4,5,208.6
12259,Duronto,Gaya,DDU,211.8,79.0,15.3,13.3,0.424,Rain,6,1,188.9
12627,Express,Gudur,Nellore,59.7,48.6,4.1,16.4,0.254,Clear,2,0,87.8
12259,Duronto,Gaya,DDU,221.8,77.0,4.6,0.4,0.09,Clear,6,1,158.8
12627,Express,Chennai,Gudur,134.3,59.9,-5.0,12.3,0.331,Clear,0,2,157.3
12860,Express,Kalaburagi,Wadi,52.0,35.0,12.2,18.3,0.375,Clear,8,5,119.9
12723,Express,Gudur,Chennai,145.8,49.7,15.8,0.0,0.036,Clear,9,6,217.4
12860,Express,Kalaburagi,Wadi,82.9,54.3,-3.4,10.8,0.49,Clear,7,1,100.8
12951,Rajdhani,Kota,New Delhi,222.6,68.4,-1.7,17.7,0.075,Heavy Rain,11,6,226.5
12723,Express,Vijayawada,Gudur,269.5,73.7,6.8,9.1,0.37,Fog,6,3,207.8
12723,Express,Vijayawada,Gudur,170.0,59.3,-5.0,7.9,0.275,Clear,6,1,200.4
12259,Duronto,Dhanbad,Gaya,152.1,61.3,15.7,16.1,0.371,Fog,3,0,179.4
12951,Rajdhani,Vadodara,Ratlam,204.9,73.8,20.2,20.3,0.318,Clear,5,4,192.1
12301,Rajdhani,New Delhi,Kanpur,161.7,66.8,18.1,7.0,0.179,Rain,0,6,168.2
12860,Express,Kalaburagi,Wadi,75.3,62.4,11.2,15.8,0.159,Clear,8,2,93.0
12627,Express,Warangal,Secunderabad,203.9,62.6,30.0,15.6,0.385,Clear,8,6,211.9
12301,Rajdhani,DDU,Gaya,163.6,67.2,16.9,17.1,0.408,Rain,7,0,157.6
12860,Express,Wadi,Secunderabad,134.6,57.3,11.8,11.1,0.376,Clear,9,6,177.8
12951,Rajdhani,Ratlam,Kota,214.2,68.8,21.3,9.6,0.308,Clear,7,5,193.9
12951,Rajdhani,Vadodara,Ratlam,203.0,70.4,2.4,12.9,0.109,Clear,5,5,175.4
12301,Rajdhani,DDU,Gaya,152.1,74.6,4.2,11.0,0.376,Clear,7,3,146.3
12951,Rajdhani,Mumbai,Surat,258.0,84.9,0.6,19.2,0.305,Clear,0,0,181.2
12301,Rajdhani,Prayagraj,DDU,248.2,86.6,7.5,2.2,0.206,Clear,4,0,156.4
12627,Express,Vijayawada,Warangal,154.1,58.9,10.8,21.5,0.395,Rain,6,4,215.8
12301,Rajdhani,Kanpur,Prayagraj,159.4,64.8,19.6,13.6,0.17,Clear,1,2,171.0
12259,Duronto,Gaya,DDU,243.7,77.5,0.5,9.7,0.124,Clear,6,3,170.2
